Values	total	status	pValue
Min.	54	smoker	0.14857387037509598
1st Qu.	80	smoker	0.14857387037509598
Median	126	smoker	0.14857387037509598
Mean	168.222222222222	smoker	0.14857387037509598
3rd Qu.	222	smoker	0.14857387037509598
Max.	472	smoker	0.14857387037509598
Min.	118	non-smoker	0.14857387037509598
1st Qu.	124.5	non-smoker	0.14857387037509598
Median	156	non-smoker	0.14857387037509598
Mean	295.545454545455	non-smoker	0.14857387037509598
3rd Qu.	371.5	non-smoker	0.14857387037509598
Max.	837	non-smoker	0.14857387037509598
