Values	total	status	pValue
Min.	2	female	0.003384863570620974
1st Qu.	56	female	0.003384863570620974
Median	76	female	0.003384863570620974
Mean	88.5966386554622	female	0.003384863570620974
3rd Qu.	106.5	female	0.003384863570620974
Max.	521	female	0.003384863570620974
Min.	6	male	0.003384863570620974
1st Qu.	67.5	male	0.003384863570620974
Median	92	male	0.003384863570620974
Mean	111.799180327869	male	0.003384863570620974
3rd Qu.	123.25	male	0.003384863570620974
Max.	1531	male	0.003384863570620974
