Values	total	status	pValue
Min.	79	female	0.011046300721518888
1st Qu.	163.75	female	0.011046300721518888
Median	276.5	female	0.011046300721518888
Mean	286.722222222222	female	0.011046300721518888
3rd Qu.	394.25	female	0.011046300721518888
Max.	562	female	0.011046300721518888
Min.	3	male	0.011046300721518888
1st Qu.	81	male	0.011046300721518888
Median	132	male	0.011046300721518888
Mean	196.260869565217	male	0.011046300721518888
3rd Qu.	250.25	male	0.011046300721518888
Max.	976	male	0.011046300721518888
