Values	total	status	pValue
Min.	0	NS	0.458912201043069
1st Qu.	1	NS	0.458912201043069
Median	4	NS	0.458912201043069
Mean	9.35321100917431	NS	0.458912201043069
3rd Qu.	10	NS	0.458912201043069
Max.	167	NS	0.458912201043069
Min.	0	S	0.458912201043069
1st Qu.	1	S	0.458912201043069
Median	5	S	0.458912201043069
Mean	9.53333333333333	S	0.458912201043069
3rd Qu.	11	S	0.458912201043069
Max.	81	S	0.458912201043069
