Values	total	status	pValue
Min.	0	NS	0.2478862468422522
1st Qu.	1	NS	0.2478862468422522
Median	2.5	NS	0.2478862468422522
Mean	2.35714285714286	NS	0.2478862468422522
3rd Qu.	3	NS	0.2478862468422522
Max.	8	NS	0.2478862468422522
Min.	0	S	0.2478862468422522
1st Qu.	1	S	0.2478862468422522
Median	2	S	0.2478862468422522
Mean	3.11971830985915	S	0.2478862468422522
3rd Qu.	4.75	S	0.2478862468422522
Max.	12	S	0.2478862468422522
