Values	total	status	pValue
Min.	0	NS	0.8998236456300269
1st Qu.	0	NS	0.8998236456300269
Median	0	NS	0.8998236456300269
Mean	0.778947368421053	NS	0.8998236456300269
3rd Qu.	1	NS	0.8998236456300269
Max.	5	NS	0.8998236456300269
Min.	0	S	0.8998236456300269
1st Qu.	0	S	0.8998236456300269
Median	0	S	0.8998236456300269
Mean	0.804347826086957	S	0.8998236456300269
3rd Qu.	1	S	0.8998236456300269
Max.	8	S	0.8998236456300269
