Values	total	status	pValue
Min.	0	NS	0.7248205155926153
1st Qu.	13	NS	0.7248205155926153
Median	30.5	NS	0.7248205155926153
Mean	37.5555555555556	NS	0.7248205155926153
3rd Qu.	53.5	NS	0.7248205155926153
Max.	148	NS	0.7248205155926153
Min.	0	S	0.7248205155926153
1st Qu.	17	S	0.7248205155926153
Median	31	S	0.7248205155926153
Mean	39.7734939759036	S	0.7248205155926153
3rd Qu.	53	S	0.7248205155926153
Max.	400	S	0.7248205155926153
