Values	total	status	pValue
Min.	0	NS	0.9105447032074291
1st Qu.	4	NS	0.9105447032074291
Median	5	NS	0.9105447032074291
Mean	8.6	NS	0.9105447032074291
3rd Qu.	9	NS	0.9105447032074291
Max.	41	NS	0.9105447032074291
Min.	0	S	0.9105447032074291
1st Qu.	4	S	0.9105447032074291
Median	6	S	0.9105447032074291
Mean	8.62068965517241	S	0.9105447032074291
3rd Qu.	10	S	0.9105447032074291
Max.	47	S	0.9105447032074291
