Values	total	status	pValue
Min.	62	smoker	0.023251912009413664
1st Qu.	152	smoker	0.023251912009413664
Median	260.5	smoker	0.023251912009413664
Mean	266.46875	smoker	0.023251912009413664
3rd Qu.	303.5	smoker	0.023251912009413664
Max.	869	smoker	0.023251912009413664
Min.	10	non-smoker	0.023251912009413664
1st Qu.	13.5	non-smoker	0.023251912009413664
Median	17	non-smoker	0.023251912009413664
Mean	72.3333333333333	non-smoker	0.023251912009413664
3rd Qu.	103.5	non-smoker	0.023251912009413664
Max.	190	non-smoker	0.023251912009413664
