Values	total	status	pValue
Min.	6	smoker	0.7531135531135531
1st Qu.	220	smoker	0.7531135531135531
Median	250	smoker	0.7531135531135531
Mean	242.363636363636	smoker	0.7531135531135531
3rd Qu.	284	smoker	0.7531135531135531
Max.	414	smoker	0.7531135531135531
Min.	55	non-smoker	0.7531135531135531
1st Qu.	174.25	non-smoker	0.7531135531135531
Median	231.5	non-smoker	0.7531135531135531
Mean	215.5	non-smoker	0.7531135531135531
3rd Qu.	272.75	non-smoker	0.7531135531135531
Max.	344	non-smoker	0.7531135531135531
