Values	total	status	pValue
Min.	85	smoker	0.6681185790501635
1st Qu.	90	smoker	0.6681185790501635
Median	119	smoker	0.6681185790501635
Mean	203.166666666667	smoker	0.6681185790501635
3rd Qu.	139	smoker	0.6681185790501635
Max.	670	smoker	0.6681185790501635
Min.	79	non-smoker	0.6681185790501635
1st Qu.	96.5	non-smoker	0.6681185790501635
Median	138	non-smoker	0.6681185790501635
Mean	173.2	non-smoker	0.6681185790501635
3rd Qu.	207.5	non-smoker	0.6681185790501635
Max.	452	non-smoker	0.6681185790501635
