Values	total	status	pValue
Min.	0	NS	0.6857635762380747
1st Qu.	1	NS	0.6857635762380747
Median	1.5	NS	0.6857635762380747
Mean	3.88461538461538	NS	0.6857635762380747
3rd Qu.	4	NS	0.6857635762380747
Max.	31	NS	0.6857635762380747
Min.	0	S	0.6857635762380747
1st Qu.	1	S	0.6857635762380747
Median	3	S	0.6857635762380747
Mean	3.28947368421053	S	0.6857635762380747
3rd Qu.	3.75	S	0.6857635762380747
Max.	16	S	0.6857635762380747
