Values	total	status	pValue
Min.	7	M	0.7108176692764545
1st Qu.	25	M	0.7108176692764545
Median	30	M	0.7108176692764545
Mean	53.5882352941176	M	0.7108176692764545
3rd Qu.	72	M	0.7108176692764545
Max.	157	M	0.7108176692764545
Min.	29	F	0.7108176692764545
1st Qu.	32	F	0.7108176692764545
Median	35	F	0.7108176692764545
Mean	41	F	0.7108176692764545
3rd Qu.	47	F	0.7108176692764545
Max.	59	F	0.7108176692764545
