Values	total	status	pValue
Min.	0	M	0.2290187643570113
1st Qu.	1	M	0.2290187643570113
Median	7	M	0.2290187643570113
Mean	11.9259259259259	M	0.2290187643570113
3rd Qu.	16	M	0.2290187643570113
Max.	88	M	0.2290187643570113
Min.	0	F	0.2290187643570113
1st Qu.	1	F	0.2290187643570113
Median	4	F	0.2290187643570113
Mean	8.03333333333333	F	0.2290187643570113
3rd Qu.	11	F	0.2290187643570113
Max.	70	F	0.2290187643570113
