Values	total	status	pValue
Min.	0	M	0.01717434264178609
1st Qu.	2	M	0.01717434264178609
Median	3	M	0.01717434264178609
Mean	3.27317073170732	M	0.01717434264178609
3rd Qu.	5	M	0.01717434264178609
Max.	10	M	0.01717434264178609
Min.	0	F	0.01717434264178609
1st Qu.	1	F	0.01717434264178609
Median	2	F	0.01717434264178609
Mean	2.85333333333333	F	0.01717434264178609
3rd Qu.	4	F	0.01717434264178609
Max.	20	F	0.01717434264178609
