Values	total	status	pValue
Min.	0	M	0.9335201650295699
1st Qu.	0	M	0.9335201650295699
Median	2	M	0.9335201650295699
Mean	2.2	M	0.9335201650295699
3rd Qu.	3	M	0.9335201650295699
Max.	6	M	0.9335201650295699
Min.	0	F	0.9335201650295699
1st Qu.	0.5	F	0.9335201650295699
Median	2	F	0.9335201650295699
Mean	1.85714285714286	F	0.9335201650295699
3rd Qu.	2.5	F	0.9335201650295699
Max.	5	F	0.9335201650295699
