Values	total	status	pValue
Min.	0	M	0.3565183072801462
1st Qu.	1	M	0.3565183072801462
Median	2	M	0.3565183072801462
Mean	2.47222222222222	M	0.3565183072801462
3rd Qu.	3	M	0.3565183072801462
Max.	13	M	0.3565183072801462
Min.	1	F	0.3565183072801462
1st Qu.	1.75	F	0.3565183072801462
Median	2	F	0.3565183072801462
Mean	3.125	F	0.3565183072801462
3rd Qu.	3.25	F	0.3565183072801462
Max.	10	F	0.3565183072801462
