Values	total	status	pValue
Min.	0	M	0.9057962975820502
1st Qu.	0	M	0.9057962975820502
Median	1	M	0.9057962975820502
Mean	1.85185185185185	M	0.9057962975820502
3rd Qu.	3	M	0.9057962975820502
Max.	8	M	0.9057962975820502
Min.	0	F	0.9057962975820502
1st Qu.	0	F	0.9057962975820502
Median	1	F	0.9057962975820502
Mean	2.08695652173913	F	0.9057962975820502
3rd Qu.	4	F	0.9057962975820502
Max.	8	F	0.9057962975820502
