Values	total	status	pValue
Min.	0	M	0.43023064574585934
1st Qu.	0	M	0.43023064574585934
Median	1	M	0.43023064574585934
Mean	1.75	M	0.43023064574585934
3rd Qu.	3	M	0.43023064574585934
Max.	8	M	0.43023064574585934
Min.	0	F	0.43023064574585934
1st Qu.	0	F	0.43023064574585934
Median	1	F	0.43023064574585934
Mean	1.125	F	0.43023064574585934
3rd Qu.	1	F	0.43023064574585934
Max.	5	F	0.43023064574585934
