Values	total	status	pValue
Min.	0	M	0.7090587405276711
1st Qu.	1.25	M	0.7090587405276711
Median	3	M	0.7090587405276711
Mean	40.4285714285714	M	0.7090587405276711
3rd Qu.	4.75	M	0.7090587405276711
Max.	526	M	0.7090587405276711
Min.	0	F	0.7090587405276711
1st Qu.	1	F	0.7090587405276711
Median	6	F	0.7090587405276711
Mean	5.2	F	0.7090587405276711
3rd Qu.	7	F	0.7090587405276711
Max.	12	F	0.7090587405276711
