variant_classification	pValue	Cancer	Pipeline	sig	loc
3'UTR	0.944329892456469	KIRC	varscan2	0	1
5'UTR	0.19434137125539766	KIRC	varscan2	0	1
Missense_Mutation	0.9784862307615503	KIRC	varscan2	0	1
Nonsense_Mutation	0.15129003732044832	KIRC	varscan2	0	1
Silent	0.5344400152268038	KIRC	varscan2	0	1
