Values	total	status	pValue
Min.	89	female	0.244664449598844
1st Qu.	109.75	female	0.244664449598844
Median	137	female	0.244664449598844
Mean	191.4	female	0.244664449598844
3rd Qu.	268.75	female	0.244664449598844
Max.	452	female	0.244664449598844
Min.	79	male	0.244664449598844
1st Qu.	85	male	0.244664449598844
Median	105	male	0.244664449598844
Mean	173	male	0.244664449598844
3rd Qu.	162.5	male	0.244664449598844
Max.	670	male	0.244664449598844
