Values	total	status	pValue
Min.	97	female	0.009273509054405828
1st Qu.	189	female	0.009273509054405828
Median	293.5	female	0.009273509054405828
Mean	317.666666666667	female	0.009273509054405828
3rd Qu.	416	female	0.009273509054405828
Max.	673	female	0.009273509054405828
Min.	38	male	0.009273509054405828
1st Qu.	103.75	male	0.009273509054405828
Median	137	male	0.009273509054405828
Mean	218.304347826087	male	0.009273509054405828
3rd Qu.	267.5	male	0.009273509054405828
Max.	967	male	0.009273509054405828
