Values	total	status	pValue
Min.	28	smoker	0.006800560980127544
1st Qu.	71.5	smoker	0.006800560980127544
Median	88	smoker	0.006800560980127544
Mean	85.8181818181818	smoker	0.006800560980127544
3rd Qu.	111	smoker	0.006800560980127544
Max.	133	smoker	0.006800560980127544
Min.	64	non-smoker	0.006800560980127544
1st Qu.	132.5	non-smoker	0.006800560980127544
Median	161	non-smoker	0.006800560980127544
Mean	554.5	non-smoker	0.006800560980127544
3rd Qu.	209.25	non-smoker	0.006800560980127544
Max.	3385	non-smoker	0.006800560980127544
