Values	total	status	pValue
Min.	38	smoker	0.32772342585787134
1st Qu.	106.5	smoker	0.32772342585787134
Median	188	smoker	0.32772342585787134
Mean	244.133333333333	smoker	0.32772342585787134
3rd Qu.	337.5	smoker	0.32772342585787134
Max.	967	smoker	0.32772342585787134
Min.	59	non-smoker	0.32772342585787134
1st Qu.	104.5	non-smoker	0.32772342585787134
Median	137	non-smoker	0.32772342585787134
Mean	214.057142857143	non-smoker	0.32772342585787134
3rd Qu.	240.5	non-smoker	0.32772342585787134
Max.	806	non-smoker	0.32772342585787134
