Values	total	status	pValue
Min.	3	NS	0.1419017870132369
1st Qu.	6	NS	0.1419017870132369
Median	10	NS	0.1419017870132369
Mean	12.2608695652174	NS	0.1419017870132369
3rd Qu.	13.5	NS	0.1419017870132369
Max.	44	NS	0.1419017870132369
Min.	3	S	0.1419017870132369
1st Qu.	5	S	0.1419017870132369
Median	7	S	0.1419017870132369
Mean	7.96666666666667	S	0.1419017870132369
3rd Qu.	10	S	0.1419017870132369
Max.	17	S	0.1419017870132369
