Values	total	status	pValue
Min.	0	NS	0.2373017786499999
1st Qu.	0.5	NS	0.2373017786499999
Median	1	NS	0.2373017786499999
Mean	1.66666666666667	NS	0.2373017786499999
3rd Qu.	2.5	NS	0.2373017786499999
Max.	4	NS	0.2373017786499999
Min.	1	S	0.2373017786499999
1st Qu.	1.5	S	0.2373017786499999
Median	4.5	S	0.2373017786499999
Mean	4.5	S	0.2373017786499999
3rd Qu.	6.75	S	0.2373017786499999
Max.	9	S	0.2373017786499999
