Values	total	status	pValue
Min.	0	NS	0.7945723486232792
1st Qu.	3	NS	0.7945723486232792
Median	6	NS	0.7945723486232792
Mean	5.33333333333333	NS	0.7945723486232792
3rd Qu.	8	NS	0.7945723486232792
Max.	10	NS	0.7945723486232792
Min.	1	S	0.7945723486232792
1st Qu.	6.25	S	0.7945723486232792
Median	7	S	0.7945723486232792
Mean	6.33333333333333	S	0.7945723486232792
3rd Qu.	7.75	S	0.7945723486232792
Max.	9	S	0.7945723486232792
