Values	total	status	pValue
Min.	0	AfrAmr	0.1287959152169447
1st Qu.	4	AfrAmr	0.1287959152169447
Median	12	AfrAmr	0.1287959152169447
Mean	16.4313725490196	AfrAmr	0.1287959152169447
3rd Qu.	22	AfrAmr	0.1287959152169447
Max.	81	AfrAmr	0.1287959152169447
Min.	0	EurAmr	0.1287959152169447
1st Qu.	3	EurAmr	0.1287959152169447
Median	9	EurAmr	0.1287959152169447
Mean	13.4895833333333	EurAmr	0.1287959152169447
3rd Qu.	19	EurAmr	0.1287959152169447
Max.	77	EurAmr	0.1287959152169447
