Values	total	status	pValue
Min.	1	AfrAmr	0.001803472654483895
1st Qu.	23	AfrAmr	0.001803472654483895
Median	78	AfrAmr	0.001803472654483895
Mean	97.4901960784314	AfrAmr	0.001803472654483895
3rd Qu.	133	AfrAmr	0.001803472654483895
Max.	540	AfrAmr	0.001803472654483895
Min.	0	EurAmr	0.001803472654483895
1st Qu.	7	EurAmr	0.001803472654483895
Median	34	EurAmr	0.001803472654483895
Mean	61.5052083333333	EurAmr	0.001803472654483895
3rd Qu.	81.25	EurAmr	0.001803472654483895
Max.	470	EurAmr	0.001803472654483895
