Values	total	status	pValue
Min.	14	AfrAmr	0.7385453461723616
1st Qu.	19	AfrAmr	0.7385453461723616
Median	33	AfrAmr	0.7385453461723616
Mean	39.2222222222222	AfrAmr	0.7385453461723616
3rd Qu.	55	AfrAmr	0.7385453461723616
Max.	83	AfrAmr	0.7385453461723616
Min.	0	EurAmr	0.7385453461723616
1st Qu.	20	EurAmr	0.7385453461723616
Median	36	EurAmr	0.7385453461723616
Mean	53.8057142857143	EurAmr	0.7385453461723616
3rd Qu.	60	EurAmr	0.7385453461723616
Max.	543	EurAmr	0.7385453461723616
