Values	total	status	pValue
Min.	0	AfrAmr	0.6817281891384388
1st Qu.	0	AfrAmr	0.6817281891384388
Median	0.5	AfrAmr	0.6817281891384388
Mean	0.75	AfrAmr	0.6817281891384388
3rd Qu.	1.25	AfrAmr	0.6817281891384388
Max.	2	AfrAmr	0.6817281891384388
Min.	0	EurAmr	0.6817281891384388
1st Qu.	0	EurAmr	0.6817281891384388
Median	1	EurAmr	0.6817281891384388
Mean	1.14583333333333	EurAmr	0.6817281891384388
3rd Qu.	1.25	EurAmr	0.6817281891384388
Max.	11	EurAmr	0.6817281891384388
