Values	total	status	pValue
Min.	1	AfrAmr	0.8016807744779056
1st Qu.	4	AfrAmr	0.8016807744779056
Median	7	AfrAmr	0.8016807744779056
Mean	7.6551724137931	AfrAmr	0.8016807744779056
3rd Qu.	11	AfrAmr	0.8016807744779056
Max.	17	AfrAmr	0.8016807744779056
Min.	0	EurAmr	0.8016807744779056
1st Qu.	4	EurAmr	0.8016807744779056
Median	7	EurAmr	0.8016807744779056
Mean	8.55555555555556	EurAmr	0.8016807744779056
3rd Qu.	11	EurAmr	0.8016807744779056
Max.	41	EurAmr	0.8016807744779056
