Values	total	status	pValue
Min.	0	NS	2.8752984443795926e-8
1st Qu.	8	NS	2.8752984443795926e-8
Median	14	NS	2.8752984443795926e-8
Mean	23.9113924050633	NS	2.8752984443795926e-8
3rd Qu.	28	NS	2.8752984443795926e-8
Max.	285	NS	2.8752984443795926e-8
Min.	0	S	2.8752984443795926e-8
1st Qu.	14	S	2.8752984443795926e-8
Median	25	S	2.8752984443795926e-8
Mean	33.0057142857143	S	2.8752984443795926e-8
3rd Qu.	42.75	S	2.8752984443795926e-8
Max.	132	S	2.8752984443795926e-8
