Values	total	status	pValue
Min.	0	NS	2.851972071312991e-5
1st Qu.	2	NS	2.851972071312991e-5
Median	4	NS	2.851972071312991e-5
Mean	7.5531914893617	NS	2.851972071312991e-5
3rd Qu.	9	NS	2.851972071312991e-5
Max.	74	NS	2.851972071312991e-5
Min.	0	S	2.851972071312991e-5
1st Qu.	4	S	2.851972071312991e-5
Median	6	S	2.851972071312991e-5
Mean	10.3973214285714	S	2.851972071312991e-5
3rd Qu.	11	S	2.851972071312991e-5
Max.	172	S	2.851972071312991e-5
