Values	total	status	pValue
Min.	0	NS	3.7442896877116676e-6
1st Qu.	1	NS	3.7442896877116676e-6
Median	4	NS	3.7442896877116676e-6
Mean	11.8690476190476	NS	3.7442896877116676e-6
3rd Qu.	20.75	NS	3.7442896877116676e-6
Max.	71	NS	3.7442896877116676e-6
Min.	0	S	3.7442896877116676e-6
1st Qu.	6.5	S	3.7442896877116676e-6
Median	13	S	3.7442896877116676e-6
Mean	20.6587677725118	S	3.7442896877116676e-6
3rd Qu.	29	S	3.7442896877116676e-6
Max.	123	S	3.7442896877116676e-6
