Values	total	status	pValue
Min.	2	NS	0.22695360204838783
1st Qu.	8	NS	0.22695360204838783
Median	13	NS	0.22695360204838783
Mean	18.3333333333333	NS	0.22695360204838783
3rd Qu.	25	NS	0.22695360204838783
Max.	62	NS	0.22695360204838783
Min.	1	S	0.22695360204838783
1st Qu.	1.5	S	0.22695360204838783
Median	7	S	0.22695360204838783
Mean	21.6666666666667	S	0.22695360204838783
3rd Qu.	11.75	S	0.22695360204838783
Max.	102	S	0.22695360204838783
