Values	total	status	pValue
Min.	1	NS	1
1st Qu.	1	NS	1
Median	1	NS	1
Mean	1	NS	1
3rd Qu.	1	NS	1
Max.	1	NS	1
Min.	3	S	1
1st Qu.	3	S	1
Median	3	S	1
Mean	3	S	1
3rd Qu.	3	S	1
Max.	3	S	1
