Values	total	status	pValue
Min.	0	NS	0.22123737747417865
1st Qu.	3	NS	0.22123737747417865
Median	7	NS	0.22123737747417865
Mean	10.0691489361702	NS	0.22123737747417865
3rd Qu.	13	NS	0.22123737747417865
Max.	49	NS	0.22123737747417865
Min.	0	S	0.22123737747417865
1st Qu.	4.75	S	0.22123737747417865
Median	8	S	0.22123737747417865
Mean	13.2767857142857	S	0.22123737747417865
3rd Qu.	14	S	0.22123737747417865
Max.	509	S	0.22123737747417865
