Values	total	status	pValue
Min.	0	NS	0.7374413586294356
1st Qu.	1	NS	0.7374413586294356
Median	1	NS	0.7374413586294356
Mean	2.33333333333333	NS	0.7374413586294356
3rd Qu.	2.5	NS	0.7374413586294356
Max.	8	NS	0.7374413586294356
Min.	0	S	0.7374413586294356
1st Qu.	0.25	S	0.7374413586294356
Median	1	S	0.7374413586294356
Mean	1.83333333333333	S	0.7374413586294356
3rd Qu.	2.5	S	0.7374413586294356
Max.	6	S	0.7374413586294356
