Values	total	status	pValue
Min.	10	smoker	0.10414334134610681
1st Qu.	109	smoker	0.10414334134610681
Median	225	smoker	0.10414334134610681
Mean	241.692307692308	smoker	0.10414334134610681
3rd Qu.	287	smoker	0.10414334134610681
Max.	770	smoker	0.10414334134610681
Min.	15	non-smoker	0.10414334134610681
1st Qu.	19.5	non-smoker	0.10414334134610681
Median	97	non-smoker	0.10414334134610681
Mean	106.857142857143	non-smoker	0.10414334134610681
3rd Qu.	178	non-smoker	0.10414334134610681
Max.	241	non-smoker	0.10414334134610681
