Values	total	status	pValue
Min.	1	smoker	0.4226533701642595
1st Qu.	18	smoker	0.4226533701642595
Median	33	smoker	0.4226533701642595
Mean	481.025641025641	smoker	0.4226533701642595
3rd Qu.	43	smoker	0.4226533701642595
Max.	17520	smoker	0.4226533701642595
Min.	1	non-smoker	0.4226533701642595
1st Qu.	24	non-smoker	0.4226533701642595
Median	36	non-smoker	0.4226533701642595
Mean	36.9518072289157	non-smoker	0.4226533701642595
3rd Qu.	46	non-smoker	0.4226533701642595
Max.	112	non-smoker	0.4226533701642595
