Values	total	status	pValue
Min.	9	white	0.05300643852495759
1st Qu.	84	white	0.05300643852495759
Median	145	white	0.05300643852495759
Mean	222.741176470588	white	0.05300643852495759
3rd Qu.	324	white	0.05300643852495759
Max.	927	white	0.05300643852495759
Min.	16	black or african american	0.05300643852495759
1st Qu.	73	black or african american	0.05300643852495759
Median	115	black or african american	0.05300643852495759
Mean	128.842105263158	black or african american	0.05300643852495759
3rd Qu.	155	black or african american	0.05300643852495759
Max.	368	black or african american	0.05300643852495759
