Values	total	status	pValue
Min.	2	white	0.4474917344149804
1st Qu.	33.5	white	0.4474917344149804
Median	68.5	white	0.4474917344149804
Mean	75.6428571428571	white	0.4474917344149804
3rd Qu.	95.25	white	0.4474917344149804
Max.	509	white	0.4474917344149804
Min.	27	black or african american	0.4474917344149804
1st Qu.	68.5	black or african american	0.4474917344149804
Median	88	black or african american	0.4474917344149804
Mean	79	black or african american	0.4474917344149804
3rd Qu.	97	black or african american	0.4474917344149804
Max.	109	black or african american	0.4474917344149804
