Values	total	status	pValue
Min.	4	white	0.8750622245263882
1st Qu.	91	white	0.8750622245263882
Median	169	white	0.8750622245263882
Mean	245.64	white	0.8750622245263882
3rd Qu.	281	white	0.8750622245263882
Max.	1716	white	0.8750622245263882
Min.	48	black or african american	0.8750622245263882
1st Qu.	92	black or african american	0.8750622245263882
Median	168	black or african american	0.8750622245263882
Mean	191.888888888889	black or african american	0.8750622245263882
3rd Qu.	238	black or african american	0.8750622245263882
Max.	387	black or african american	0.8750622245263882
