Values	total	status	pValue
Min.	1	white	0.8452908238919251
1st Qu.	154.5	white	0.8452908238919251
Median	214	white	0.8452908238919251
Mean	281.556851311953	white	0.8452908238919251
3rd Qu.	336.5	white	0.8452908238919251
Max.	3258	white	0.8452908238919251
Min.	77	black or african american	0.8452908238919251
1st Qu.	122	black or african american	0.8452908238919251
Median	225	black or african american	0.8452908238919251
Mean	238.48275862069	black or african american	0.8452908238919251
3rd Qu.	329	black or african american	0.8452908238919251
Max.	492	black or african american	0.8452908238919251
