Values	total	status	pValue
Min.	23	white	0.11822511872392333
1st Qu.	41	white	0.11822511872392333
Median	71	white	0.11822511872392333
Mean	67.3333333333333	white	0.11822511872392333
3rd Qu.	90.5	white	0.11822511872392333
Max.	111	white	0.11822511872392333
Min.	87	black or african american	0.11822511872392333
1st Qu.	99	black or african american	0.11822511872392333
Median	111	black or african american	0.11822511872392333
Mean	112.666666666667	black or african american	0.11822511872392333
3rd Qu.	125.5	black or african american	0.11822511872392333
Max.	140	black or african american	0.11822511872392333
