Values	total	status	pValue
Min.	6	white	0.41259679347815253
1st Qu.	32	white	0.41259679347815253
Median	43	white	0.41259679347815253
Mean	45.25	white	0.41259679347815253
3rd Qu.	55.25	white	0.41259679347815253
Max.	115	white	0.41259679347815253
Min.	6	black or african american	0.41259679347815253
1st Qu.	25.25	black or african american	0.41259679347815253
Median	41.5	black or african american	0.41259679347815253
Mean	51.3269230769231	black or african american	0.41259679347815253
3rd Qu.	58.25	black or african american	0.41259679347815253
Max.	521	black or african american	0.41259679347815253
