Values	total	status	pValue
Min.	3	white	0.17747754551306472
1st Qu.	8.25	white	0.17747754551306472
Median	13	white	0.17747754551306472
Mean	26.8103448275862	white	0.17747754551306472
3rd Qu.	19.75	white	0.17747754551306472
Max.	685	white	0.17747754551306472
Min.	5	black or african american	0.17747754551306472
1st Qu.	6.5	black or african american	0.17747754551306472
Median	9	black or african american	0.17747754551306472
Mean	9.25	black or african american	0.17747754551306472
3rd Qu.	11.75	black or african american	0.17747754551306472
Max.	14	black or african american	0.17747754551306472
