Values	total	status	pValue
Min.	3	white	0.21759495728344727
1st Qu.	50	white	0.21759495728344727
Median	110	white	0.21759495728344727
Mean	169.604651162791	white	0.21759495728344727
3rd Qu.	235	white	0.21759495728344727
Max.	914	white	0.21759495728344727
Min.	6	black or african american	0.21759495728344727
1st Qu.	87.25	black or african american	0.21759495728344727
Median	155.5	black or african american	0.21759495728344727
Mean	285	black or african american	0.21759495728344727
3rd Qu.	344.25	black or african american	0.21759495728344727
Max.	1539	black or african american	0.21759495728344727
