Values	total	status	pValue
Min.	1	white	1
1st Qu.	23	white	1
Median	35	white	1
Mean	199.77358490566	white	1
3rd Qu.	44.75	white	1
Max.	17520	white	1
Min.	6	black or african american	1
1st Qu.	24	black or african american	1
Median	31	black or african american	1
Mean	39.8	black or african american	1
3rd Qu.	45	black or african american	1
Max.	93	black or african american	1
