Values	total	status	pValue
Min.	1	white	0.771336660873721
1st Qu.	23	white	0.771336660873721
Median	35	white	0.771336660873721
Mean	155.71724137931	white	0.771336660873721
3rd Qu.	46	white	0.771336660873721
Max.	17520	white	0.771336660873721
Min.	6	black or african american	0.771336660873721
1st Qu.	24	black or african american	0.771336660873721
Median	27.5	black or african american	0.771336660873721
Mean	37.1666666666667	black or african american	0.771336660873721
3rd Qu.	41.5	black or african american	0.771336660873721
Max.	93	black or african american	0.771336660873721
