Values	total	status	pValue
Min.	5	white	0.05082285904293402
1st Qu.	39.5	white	0.05082285904293402
Median	55	white	0.05082285904293402
Mean	55.4924623115578	white	0.05082285904293402
3rd Qu.	73	white	0.05082285904293402
Max.	120	white	0.05082285904293402
Min.	6	black or african american	0.05082285904293402
1st Qu.	28.5	black or african american	0.05082285904293402
Median	43	black or african american	0.05082285904293402
Mean	49.3220338983051	black or african american	0.05082285904293402
3rd Qu.	70	black or african american	0.05082285904293402
Max.	139	black or african american	0.05082285904293402
