Values	total	status	pValue
Min.	2	female	0.011669432903819806
1st Qu.	75	female	0.011669432903819806
Median	154	female	0.011669432903819806
Mean	448.035087719298	female	0.011669432903819806
3rd Qu.	866	female	0.011669432903819806
Max.	2522	female	0.011669432903819806
Min.	1	male	0.011669432903819806
1st Qu.	47	male	0.011669432903819806
Median	91.5	male	0.011669432903819806
Mean	376.968085106383	male	0.011669432903819806
3rd Qu.	238.5	male	0.011669432903819806
Max.	6058	male	0.011669432903819806
