Values	total	status	pValue
Min.	3	NS	0.3043305354546824
1st Qu.	12	NS	0.3043305354546824
Median	22	NS	0.3043305354546824
Mean	43.7272727272727	NS	0.3043305354546824
3rd Qu.	61.5	NS	0.3043305354546824
Max.	180	NS	0.3043305354546824
Min.	2	S	0.3043305354546824
1st Qu.	8	S	0.3043305354546824
Median	10	S	0.3043305354546824
Mean	19.4444444444444	S	0.3043305354546824
3rd Qu.	38	S	0.3043305354546824
Max.	46	S	0.3043305354546824
