Values	total	status	pValue
Min.	2	NS	1
1st Qu.	2	NS	1
Median	3	NS	1
Mean	5.375	NS	1
3rd Qu.	6	NS	1
Max.	15	NS	1
Min.	0	S	1
1st Qu.	2	S	1
Median	4	S	1
Mean	4.38461538461539	S	1
3rd Qu.	6	S	1
Max.	13	S	1
