variant_classification	pValue	Cancer	Pipeline	sig	loc
3'UTR	9.517432616756546e-4	LIHC	mutect	1	1
5'UTR	0.08231154298232016	LIHC	mutect	0	1
Missense_Mutation	0.0033036636065051092	LIHC	mutect	1	1
Nonsense_Mutation	0.38317957899018695	LIHC	mutect	0	1
Silent	0.0208198295576477	LIHC	mutect	1	1
