Values	total	status	pValue
Min.	0	NS	0.19175007073042727
1st Qu.	1	NS	0.19175007073042727
Median	1.5	NS	0.19175007073042727
Mean	7.5	NS	0.19175007073042727
3rd Qu.	3.5	NS	0.19175007073042727
Max.	37	NS	0.19175007073042727
Min.	1	S	0.19175007073042727
1st Qu.	3.5	S	0.19175007073042727
Median	4.5	S	0.19175007073042727
Mean	4.625	S	0.19175007073042727
3rd Qu.	5.25	S	0.19175007073042727
Max.	10	S	0.19175007073042727
