Values	total	status	pValue
Min.	0	NS	1
1st Qu.	0.75	NS	1
Median	1	NS	1
Mean	2	NS	1
3rd Qu.	1.75	NS	1
Max.	8	NS	1
Min.	0	S	1
1st Qu.	1	S	1
Median	1	S	1
Mean	1.27272727272727	S	1
3rd Qu.	1.5	S	1
Max.	3	S	1
