X1	gene	pvalue	pipeline
0	ANKRD10	0.5	muse
0	C16orf13	0.5	muse
0	CCAR1	0.5	muse
0	CDH16	0.5	muse
0	CFAP221	0.5	muse
0	CFAP53	0.5	muse
0	CHURC1	0.5	muse
0	DUSP13	0.5	muse
0	ECSIT	0.5	muse
0	EEF1A1	0.2266273523768682	muse
0	EME2	0.5	muse
0	FANCA	0.5	muse
0	GSK3B	0.5	muse
0	IGHV3-66	0.5	muse
0	ITGB4	0.5	muse
0	KCNJ13	0.5	muse
0	KIAA1109	0.5	muse
0	KMT2C	0.020613416668581838	muse
0	NCBP1	0.5	muse
0	NPM1	0.5	muse
0	OLFM1	0.5	muse
0	OR5AC2	0.5	muse
0	OR6C76	0.5	muse
0	PLA2G4E	0.5	muse
0	PSMB5	0.5	muse
0	QRICH2	0.5	muse
0	SLC1A2	0.5	muse
0	TIGD7	0.5	muse
0	TPSD1	0.5	muse
0	TREM1	0.5	muse
0	TTLL6	0.5	muse
0	TTYH2	0.5	muse
0	UBAC1	0.5	muse
0	UBE2Z	0.5	muse
0	ACAP3	0.5	muse
0	ANK3	0.5	muse
0	ARPC5	0.5	muse
0	B4GALT7	0.5	muse
0	CKM	0.5	muse
0	CLDN5	0.5	muse
0	DOCK5	0.5	muse
0	ERGIC1	0.5	muse
0	FAM179A	0.5	muse
0	FOXL2	0.5	muse
0	FSIP2	0.5	muse
0	GALNT10	0.5	muse
0	HMGB1	0.5	muse
0	HSF2	0.5	muse
0	IFI35	0.5	muse
0	MFAP5	0.5	muse
0	NCKAP5	0.5	muse
0	PRAMEF10	0.5	muse
0	PVRL3	0.5	muse
0	RFESD	0.5	muse
0	SCN1A	0.5	muse
0	SLC5A12	0.5	muse
0	SLFN11	0.5	muse
0	TAB3	0.5	muse
0	TPT1	0.5	muse
0	ZHX1	0.5	muse
0	ZNF268	0.5	muse
0	ZSCAN30	0.5	muse
0	AATK	0.06680720126885807	muse
0	ABCA13	0.010676286888764706	muse
0	ANKRD44	0.23975006109347674	muse
0	BASP1	0.12410653949496181	muse
0	BAZ2A	0.23975006109347674	muse
0	CEP68	0.23975006109347674	muse
0	CPSF2	0.23975006109347674	muse
0	CTDSP1	0.5	muse
0	CWF19L1	0.5	muse
0	CYC1	0.5	muse
0	DAK	0.5	muse
0	DIDO1	0.03681913506015133	muse
0	DNAJB1	0.23975006109347674	muse
0	DOPEY2	0.1029516053660342	muse
0	DRD1	0.5	muse
0	EDIL3	0.12410653949496181	muse
0	EXD1	0.5	muse
0	FCRL4	0.5	muse
0	FRMD4B	0.12410653949496181	muse
0	GABRG1	0.011671101006445408	muse
0	GALNT7	0.5	muse
0	GEM	0.5	muse
0	HEATR3	0.5	muse
0	HSP90B1	0.5	muse
0	IGKV3-20	0.5	muse
0	KRT1	0.12410653949496181	muse
0	KRT81	0.23975006109347674	muse
0	KRTAP13-3	0.5	muse
0	LAMB4	0.12410653949496181	muse
0	LILRA4	0.23975006109347674	muse
0	MEGF10	0.5	muse
0	MGAT5	0.12410653949496181	muse
0	MRPL19	0.5	muse
0	NES	0.1178399567145188	muse
0	PCDHGA6	0.23975006109347674	muse
0	PGM3	0.12410653949496181	muse
0	PTPRN	0.23975006109347674	muse
0	RXRG	0.23975006109347674	muse
0	SFMBT2	0.020613416668581838	muse
0	SLC25A48	0.5	muse
0	SLC5A3	0.5	muse
0	SMTN	0.06680720126885807	muse
0	SNCAIP	0.12410653949496181	muse
0	ST8SIA6	0.23975006109347674	muse
0	TECPR1	0.5	muse
0	TKTL1	0.23975006109347674	muse
0	TNFRSF25	0.23975006109347674	muse
0	ZBTB7C	0.06680720126885807	muse
0	ZNF326	0.12410653949496181	muse
0	ABHD12	0.5	muse
0	AGBL1	0.1178399567145188	muse
0	AKAP11	0.23975006109347674	muse
0	ALG10B	0.23975006109347674	muse
0	ARHGAP32	0.06680720126885807	muse
0	ARMCX6	0.23975006109347674	muse
0	ATR	0.05949536044656177	muse
0	BOC	0.12410653949496181	muse
0	C9orf47	0.5	muse
0	C9orf84	0.12410653949496181	muse
0	CIT	0.12410653949496181	muse
0	CLCA1	0.06680720126885807	muse
0	COL15A1	0.23975006109347674	muse
0	CSMD1	0.007298381846662381	muse
0	CXorf36	0.23975006109347674	muse
0	DAPP1	0.5	muse
0	DNAAF2	0.5	muse
0	DPYD	0.03681913506015133	muse
0	EDC4	0.06680720126885807	muse
0	EHMT1	0.23975006109347674	muse
0	EPM2AIP1	0.5	muse
0	ESRRG	0.12410653949496181	muse
0	G6PC	0.23975006109347674	muse
0	GLIPR1L2	0.5	muse
0	HELZ2	0.12410653949496181	muse
0	KCNA5	0.020613416668581838	muse
0	KCTD16	0.03681913506015133	muse
0	KLRC2	0.23975006109347674	muse
0	KRTAP6-1	0.23975006109347674	muse
0	LILRB5	0.03681913506015133	muse
0	MALRD1	0.23975006109347674	muse
0	MAPKAP1	0.23975006109347674	muse
0	MAST4	0.5	muse
0	MBD5	0.23975006109347674	muse
0	MED15	0.5	muse
0	MIIP	0.23975006109347674	muse
0	MMRN1	0.08292833017145501	muse
0	MROH7	0.5	muse
0	NBEAL2	0.03681913506015133	muse
0	NCK2	0.5	muse
0	NEBL	0.5	muse
0	NECAP2	0.5	muse
0	NKX2-8	0.23975006109347674	muse
0	NPAS3	0.12410653949496181	muse
0	OR5B17	0.23975006109347674	muse
0	PKD1L3	0.12410653949496181	muse
0	PLCB2	0.12410653949496181	muse
0	PPAPDC2	0.5	muse
0	PPP6R2	0.12410653949496181	muse
0	RAB40AL	0.5	muse
0	RIMBP2	0.12410653949496181	muse
0	SEMA6C	0.12410653949496181	muse
0	SERPIND1	0.5	muse
0	SIPA1L2	0.03681913506015133	muse
0	SLC6A14	0.5	muse
0	SLC8A2	0.23975006109347674	muse
0	SOGA3	0.23975006109347674	muse
0	SUSD1	0.23975006109347674	muse
0	SYNGR3	0.5	muse
0	TLE6	0.23975006109347674	muse
0	TM6SF1	0.5	muse
0	TMEM201	0.5	muse
0	TP53BP1	0.5	muse
0	TPR	0.1178399567145188	muse
0	TRERF1	0.043238132746832816	muse
0	TSPAN4	0.5	muse
0	WNT11	0.5	muse
0	ZBED2	0.23975006109347674	muse
0	ZC3H12A	0.23975006109347674	muse
0	ZNF280B	0.12410653949496181	muse
0	ZNF556	0.5	muse
0	ZNF645	0.5	muse
0	ZNF669	0.23975006109347674	muse
0	ZSCAN21	0.23975006109347674	muse
0	ABCC11	0.12410653949496181	muse
0	ABCC5	0.5	muse
0	ACAA1	0.23975006109347674	muse
0	ACAP2	0.06680720126885807	muse
0	ACSS1	0.5	muse
0	ACTL9	0.23975006109347674	muse
0	ACTRT2	0.5	muse
0	ADCK1	0.5	muse
0	ALK	0.020613416668581838	muse
0	ANKRA2	0.23975006109347674	muse
0	APMAP	0.5	muse
0	ARHGAP21	0.5	muse
0	ARHGAP36	0.12410653949496181	muse
0	BAP1	0.03681913506015133	muse
0	BEND5	0.12410653949496181	muse
0	BOLL	0.5	muse
0	C15orf39	0.06680720126885807	muse
0	C16orf93	0.5	muse
0	C17orf80	0.5	muse
0	C4orf22	0.5	muse
0	C6orf106	0.23975006109347674	muse
0	CABP5	0.23975006109347674	muse
0	CARD6	0.23975006109347674	muse
0	CCDC27	0.12410653949496181	muse
0	CD3EAP	0.5	muse
0	CDH22	0.5	muse
0	CHRM2	0.12410653949496181	muse
0	CIB3	0.5	muse
0	COL24A1	0.23975006109347674	muse
0	CUL4B	0.06680720126885807	muse
0	CYSLTR1	0.23975006109347674	muse
0	DCHS2	0.05949536044656177	muse
0	DHX9	0.020613416668581838	muse
0	DPY19L1	0.17288929307558015	muse
0	DUOX1	0.12410653949496181	muse
0	DUSP27	0.0038303805675897287	muse
0	EBF1	0.03681913506015133	muse
0	EFTUD1	0.12410653949496181	muse
0	EML2	0.23975006109347674	muse
0	FAM83D	0.5	muse
0	FLNB	0.020613416668581838	muse
0	FNDC1	0.03681913506015133	muse
0	FRMPD4	0.12410653949496181	muse
0	GART	0.5	muse
0	GPR174	0.23975006109347674	muse
0	GRIP1	0.12410653949496181	muse
0	GRIP2	0.12410653949496181	muse
0	HLA-B	0.23975006109347674	muse
0	HSPBP1	0.5	muse
0	IL31RA	0.06680720126885807	muse
0	IPCEF1	0.5	muse
0	ITIH2	0.5	muse
0	KAZN	0.23975006109347674	muse
0	KIAA0907	0.23975006109347674	muse
0	KIAA1462	0.23975006109347674	muse
0	KIR3DX1	0.23975006109347674	muse
0	KRT2	0.06680720126885807	muse
0	LIMK1	0.5	muse
0	LPA	0.12410653949496181	muse
0	LPCAT3	0.23975006109347674	muse
0	LRRC7	0.011671101006445408	muse
0	MALSU1	0.23975006109347674	muse
0	MLXIPL	0.03681913506015133	muse
0	MTUS1	0.5	muse
0	MTUS2	0.5	muse
0	MURC	0.5	muse
0	MYO9B	0.12410653949496181	muse
0	NINJ2	0.5	muse
0	NONO	0.5	muse
0	OR13H1	0.12410653949496181	muse
0	OR2W3	0.5	muse
0	OR51L1	0.06680720126885807	muse
0	PAFAH1B3	0.5	muse
0	PCDH8	0.5	muse
0	PCM1	0.23975006109347674	muse
0	PLEKHH2	0.06680720126885807	muse
0	PLXNA2	0.23975006109347674	muse
0	PPFIA1	0.23975006109347674	muse
0	PSG6	0.23975006109347674	muse
0	QRSL1	0.5	muse
0	RASAL2	0.03681913506015133	muse
0	RCOR3	0.12410653949496181	muse
0	RD3	0.5	muse
0	RNMT	0.5	muse
0	ROBO1	0.006664164390408773	muse
0	SGIP1	0.23975006109347674	muse
0	SGPP2	0.23975006109347674	muse
0	SLC22A8	0.12410653949496181	muse
0	SLX4	0.23975006109347674	muse
0	SMIM10	0.23975006109347674	muse
0	SORCS1	0.06680720126885807	muse
0	SRPK2	0.5	muse
0	SRXN1	0.23975006109347674	muse
0	TEX9	0.23975006109347674	muse
0	TMEM135	0.5	muse
0	TMEM177	0.5	muse
0	TNN	0.06680720126885807	muse
0	TRO	0.06680720126885807	muse
0	TRPC7	0.06680720126885807	muse
0	TRPM1	0.03681913506015133	muse
0	TTC1	0.5	muse
0	TUBGCP2	0.23975006109347674	muse
0	TULP4	0.5	muse
0	UACA	0.23975006109347674	muse
0	USP17L2	0.5	muse
0	USP51	0.5	muse
0	VASH2	0.5	muse
0	VGLL1	0.5	muse
0	WISP3	0.5	muse
0	XYLT1	0.12410653949496181	muse
0	ZDHHC13	0.23975006109347674	muse
0	ZNF19	0.23975006109347674	muse
0	ZNF43	0.03681913506015133	muse
0	ZNF431	0.12410653949496181	muse
0	ADAMTS2	0.03681913506015133	muse
0	AIFM1	0.5	muse
0	AMY1C	0.5	muse
0	APLP1	0.23975006109347674	muse
0	ATAD5	0.06680720126885807	muse
0	CAMLG	0.5	muse
0	CARKD	0.5	muse
0	CFAP47	0.031715712644305616	muse
0	DALRD3	0.5	muse
0	DYM	0.23975006109347674	muse
0	DYRK3	0.23975006109347674	muse
0	EPM2A	0.5	muse
0	FMR1	0.5	muse
0	GNPTAB	0.5	muse
0	GPM6A	0.23975006109347674	muse
0	GRIK4	0.23975006109347674	muse
0	HLCS	0.5	muse
0	IRX4	0.06680720126885807	muse
0	ITGB3	0.06680720126885807	muse
0	JPH4	0.5	muse
0	KIF26A	0.1178399567145188	muse
0	KRT79	0.06680720126885807	muse
0	KRTAP27-1	0.23975006109347674	muse
0	MOGAT1	0.5	muse
0	NRARP	0.5	muse
0	P4HA3	0.5	muse
0	PCDHGB1	0.23975006109347674	muse
0	PHIP	0.13177623864148635	muse
0	POLD2	0.5	muse
0	PPRC1	0.5	muse
0	PTRF	0.12410653949496181	muse
0	RGS6	0.5	muse
0	SLC22A14	0.12410653949496181	muse
0	SLC34A3	0.23975006109347674	muse
0	SPOCD1	0.5	muse
0	SSPO	0.08292833017145501	muse
0	TEX35	0.5	muse
0	TMEM150A	0.5	muse
0	TNFRSF10A	0.27014568730370997	muse
0	TSPYL1	0.5	muse
0	TTBK2	0.5	muse
0	ZNF143	0.23975006109347674	muse
0	ZNF225	0.23975006109347674	muse
0	ZNF469	0.006664164390408773	muse
0	ZNF780A	0.5	muse
0	ZSWIM6	0.08292833017145501	muse
0	AASS	0.23975006109347674	muse
0	AP2A2	0.23975006109347674	muse
0	ARHGEF17	0.011671101006445408	muse
0	ASCL2	0.5	muse
0	ATM	0.03681913506015133	muse
0	BACE1	0.5	muse
0	CASP8AP2	0.23975006109347674	muse
0	CCDC54	0.23975006109347674	muse
0	CD79A	0.5	muse
0	CEACAM7	0.5	muse
0	COG1	0.12410653949496181	muse
0	COL11A1	0.012980025598278298	muse
0	COL6A6	0.031715712644305616	muse
0	CPED1	0.12410653949496181	muse
0	CYYR1	0.5	muse
0	DAG1	0.5	muse
0	DIS3	0.23975006109347674	muse
0	DOCK4	0.03681913506015133	muse
0	EIF2AK3	0.5	muse
0	F5	0.12410653949496181	muse
0	FAM98B	0.5	muse
0	FARSA	0.5	muse
0	FBXO43	0.12410653949496181	muse
0	FGD5	0.020613416668581838	muse
0	FSHR	0.23975006109347674	muse
0	GIGYF1	0.23975006109347674	muse
