X1	gene	pvalue	pipeline
0	PCSK9	0.5	muse
0	PRSS1	0.5	muse
0	SCEL	0.5	muse
0	SLC28A1	0.5	muse
0	ST6GAL1	0.5	muse
0	TAF1L	0.23975006109347674	muse
0	TCEA2	0.5	muse
0	TMEM8A	0.5	muse
0	TRAF7	0.5	muse
0	TRIM63	0.5	muse
0	VRK2	0.5	muse
0	WDR87	0.5	muse
0	XDH	0.5	muse
0	ZDHHC1	0.5	muse
0	ZNF595	0.5	muse
0	ATPAF2	0.5	muse
0	IARS	0.23975006109347674	muse
0	LGR4	0.5	muse
0	PPP2R2C	0.5	muse
0	SETBP1	0.5	muse
0	SRGAP3	0.5	muse
0	TCEB1	0.5	muse
0	CAST	0.5	muse
0	CD200R1	0.5	muse
0	NEUROD2	0.23975006109347674	muse
0	CAPZA3	0.5	muse
0	CCND2	0.5	muse
0	CLDND2	0.5	muse
0	EIF2B5	0.5	muse
0	FAT4	0.5	muse
0	HHATL	0.5	muse
0	IL22	0.5	muse
0	MBTPS1	0.5	muse
0	RPL28	0.5	muse
0	TBCEL	0.5	muse
0	TMEM17	0.5	muse
0	ARMC8	0.5	muse
0	BCAT1	0.5	muse
0	CCDC138	0.5	muse
0	IL1R1	0.5	muse
0	MARK3	0.5	muse
0	PPP1R18	0.5	muse
0	PROP1	0.5	muse
0	QPCTL	0.5	muse
0	RYR3	0.34154569915480437	muse
0	SCAF1	0.5	muse
0	ADGRB1	0.5	muse
0	CCDC96	0.5	muse
0	DDX5	0.5	muse
0	DNAH12	0.5	muse
0	FAM171A1	0.5	muse
0	GUCY1A2	0.5	muse
0	LCN1	0.5	muse
0	NASP	0.5	muse
0	PTPRO	0.5	muse
0	SNX1	0.5	muse
0	TRAF1	0.5	muse
0	TRAF4	0.5	muse
0	ZBTB14	0.5	muse
0	ZNF778	0.23975006109347674	muse
0	ACTRT3	0.5	muse
0	ARHGAP12	0.5	muse
0	ASH2L	0.5	muse
0	DERL2	0.5	muse
0	GIF	0.5	muse
0	GTPBP1	0.5	muse
0	HRASLS2	0.5	muse
0	LRRC70	0.5	muse
0	PLEKHF2	0.5	muse
0	PRICKLE1	0.5	muse
0	RAP1GAP2	0.5	muse
0	ACTG2	0.5	muse
0	C7orf60	0.5	muse
0	FARP2	0.5	muse
0	GRIP1	0.5	muse
0	HSD17B10	0.5	muse
0	IGHV1-45	0.5	muse
0	IGKV1D-16	0.5	muse
0	NFRKB	0.5	muse
0	PIP5K1C	0.5	muse
0	PLEKHM3	0.5	muse
0	PRSS27	0.5	muse
0	PTBP1	0.5	muse
0	PTPRT	0.34154569915480437	muse
0	SLC30A3	0.5	muse
0	SLC35A2	0.5	muse
0	TMEM67	0.5	muse
0	TRIM67	0.5	muse
0	ZNF285	0.5	muse
0	CEP104	0.5	muse
0	CHCHD5	0.5	muse
0	ECI2	0.5	muse
0	ENOX1	0.5	muse
0	HS3ST3A1	0.5	muse
0	IFT81	0.5	muse
0	ITPR2	0.36183680491588155	muse
0	LAMB4	0.23975006109347674	muse
0	MBOAT4	0.5	muse
0	MECR	0.5	muse
0	MED14	0.5	muse
0	MMD	0.5	muse
0	MMP9	0.5	muse
0	MPP4	0.5	muse
0	OR1L6	0.5	muse
0	OR5M10	0.5	muse
0	PCDH15	0.5	muse
0	RNF214	0.5	muse
0	SLC18B1	0.5	muse
0	SLC30A6	0.5	muse
0	SLC39A11	0.5	muse
0	STK4	0.5	muse
0	TCP11L1	0.5	muse
0	TGM2	0.5	muse
0	TMEM63C	0.5	muse
0	ZBTB48	0.5	muse
0	ZNF701	0.5	muse
0	ACOXL	0.5	muse
0	ATG5	0.5	muse
0	C17orf70	0.23975006109347674	muse
0	C19orf44	0.5	muse
0	C1QB	0.5	muse
0	CASR	0.5	muse
0	CHMP5	0.5	muse
0	DDX11	0.5	muse
0	EXT1	0.5	muse
0	GPD2	0.5	muse
0	KANK2	0.5	muse
0	LAMTOR1	0.5	muse
0	LILRA4	0.5	muse
0	NADK2	0.5	muse
0	OLFML2A	0.5	muse
0	RASAL3	0.5	muse
0	RRBP1	0.5	muse
0	SLCO5A1	0.5	muse
0	WNT9B	0.5	muse
0	ZNF18	0.5	muse
0	ZNF440	0.5	muse
0	CLEC9A	0.5	muse
0	DPH2	0.5	muse
0	DTL	0.5	muse
0	EIF4H	0.5	muse
0	FBXO47	0.5	muse
0	KLHL22	0.5	muse
0	MAP4K2	0.5	muse
0	NAT1	0.5	muse
0	OR5B3	0.5	muse
0	RGS14	0.5	muse
0	RPS4Y1	0.5	muse
0	RPS6KB1	0.5	muse
0	SCN1B	0.5	muse
0	SPATA2	0.5	muse
0	SPPL3	0.5	muse
0	TBC1D26	0.5	muse
0	TCFL5	0.5	muse
0	TTC38	0.5	muse
0	TUBE1	0.5	muse
0	TXNDC16	0.5	muse
0	VSNL1	0.5	muse
0	ZNF792	0.5	muse
0	A2M	0.5	muse
0	DCUN1D2	0.5	muse
0	EXOSC1	0.5	muse
0	MYL12B	0.5	muse
0	PAGE4	0.5	muse
0	PFAS	0.5	muse
0	RPS6KA3	0.5	muse
0	ZBP1	0.5	muse
0	ANKRD36C	0.23975006109347674	muse
0	APIP	0.5	muse
0	BTBD16	0.5	muse
0	CAMLG	0.5	muse
0	CASC4	0.5	muse
0	CLEC4F	0.5	muse
0	CYP2W1	0.5	muse
0	DARS	0.5	muse
0	DEFB112	0.5	muse
0	DPH7	0.5	muse
0	F2RL3	0.5	muse
0	IL2RG	0.5	muse
0	KCTD10	0.5	muse
0	LRR1	0.5	muse
0	LRRC47	0.5	muse
0	OVOL2	0.5	muse
0	SARM1	0.5	muse
0	ZSCAN5B	0.5	muse
0	HNRNPAB	0.5	muse
0	UBE2A	0.5	muse
0	NPRL3	0.5	muse
0	PACSIN3	0.5	muse
0	SLC22A23	0.5	muse
0	CCDC25	0.5	muse
0	DCAF7	0.5	muse
0	DCAF8	0.5	muse
0	GEMIN7	0.5	muse
0	HADH	0.5	muse
0	HAT1	0.5	muse
0	IL19	0.5	muse
0	KDM4E	0.5	muse
0	LHFPL1	0.5	muse
0	MFSD2A	0.5	muse
0	OR4A16	0.5	muse
0	OTUB1	0.5	muse
0	PIGR	0.5	muse
0	PTPN4	0.5	muse
0	RAB9B	0.5	muse
0	RBM23	0.5	muse
0	RFPL3	0.5	muse
0	SOCS3	0.5	muse
0	ST8SIA6	0.5	muse
0	ZPBP	0.5	muse
0	C16orf93	0.5	muse
0	C4orf33	0.5	muse
0	CD209	0.5	muse
0	DDX20	0.5	muse
0	DDX3Y	0.5	muse
0	GLB1L3	0.23975006109347674	muse
0	INO80D	0.5	muse
0	LRRC52	0.5	muse
