	gene	pvalue
0	ATP6V1B1	0.5
0	CD163	0.5
0	DST	0.5
0	GLB1L2	0.5
0	KRT85	0.5
0	MTM1	0.5
0	MUC6	0.5
0	MYO5C	0.5
0	NACC2	0.5
0	PCDHGC3	0.5
0	PPM1G	0.5
0	RBM47	0.5
0	RUFY3	0.5
0	SCG2	0.5
0	SKI	0.5
0	THOC2	0.5
0	TMEM108	0.23975006109347674
0	TONSL	0.5
0	WDR81	0.5
0	ZCCHC6	0.5
0	ZNF445	0.5
0	ADAMTS4	0.5
0	AREG	0.5
0	ATMIN	0.5
0	C2orf78	0.5
0	CNOT2	0.5
0	DCST2	0.5
0	INS-IGF2	0.5
0	KHDC1L	0.5
0	KIF7	0.5
0	NLRP11	0.5
0	OR6F1	0.5
0	SRRM2	0.5
0	TBCC	0.5
0	ANKRD36	0.5
0	BBX	0.5
0	CCDC74A	0.5
0	DDX24	0.5
0	H2AFZ	0.5
0	MRPS12	0.5
0	NUDT9	0.5
0	PIK3C3	0.5
0	SMCO2	0.5
0	VWCE	0.5
0	CTH	0.5
0	DDC	0.5
0	DSG1	0.5
0	GIMAP8	0.5
0	GMFG	0.5
0	HMHA1	0.5
0	KRT84	0.5
0	NAA40	0.5
0	OASL	0.5
0	OSBP2	0.5
0	UBXN4	0.5
0	ZCCHC2	0.5
0	ALKBH2	0.5
0	ASIC3	0.23975006109347674
0	CACNA1A	0.12410653949496181
0	CFAP47	0.12410653949496181
0	CFAP74	0.5
0	CUBN	0.23975006109347674
0	FASTKD3	0.5
0	GAA	0.5
0	GPR27	0.23975006109347674
0	KRT20	0.5
0	MAPK7	0.5
0	MED17	0.5
0	MESDC1	0.23975006109347674
0	NMRK1	0.5
0	NOXA1	0.5
0	NTRK3	0.23975006109347674
0	PHRF1	0.5
0	POU5F2	0.5
0	PTEN	0.12410653949496181
0	PTPRN2	0.23975006109347674
0	SFI1	0.5
0	SLITRK5	0.5
0	THADA	0.5
0	TNFSF13	0.5
0	UBR4	0.5
0	USP9X	0.23975006109347674
0	WDR62	0.5
0	ZNF469	0.5
0	AGBL1	0.12410653949496181
0	AGL	0.5
0	AHSA1	0.5
0	ANKRD11	0.5
0	ATF7IP	0.5
0	B3GALNT1	0.5
0	CCDC88A	0.5
0	EHBP1L1	0.5
0	FAM98B	0.5
0	FOXJ2	0.5
0	FSIP2	0.5
0	HECW2	0.5
0	IFNLR1	0.5
0	ITGAM	0.5
0	KCNS2	0.5
0	KIAA1755	0.23975006109347674
0	KIF5B	0.5
0	KRTAP1-1	0.5
0	NLRP8	0.5
0	NPHS1	0.23975006109347674
0	PIAS2	0.5
0	POLR2A	0.5
0	PRDM8	0.5
0	PRKCG	0.5
0	RCN3	0.5
0	SLC9C2	0.5
0	SPAG17	0.23975006109347674
0	ST3GAL1	0.5
0	SYNE1	0.5
0	TMEM184B	0.5
0	TP53	0.012980025598278298
0	ALDH1A3	0.5
0	APOBEC1	0.5
0	C1orf167	0.5
0	CD52	0.5
0	CNDP1	0.5
0	FAM20C	0.5
0	FKBP9	0.5
0	GALK2	0.5
0	HAS3	0.5
0	INVS	0.5
0	MECOM	0.5
0	MRGPRX3	0.5
0	MROH9	0.5
0	MYT1	0.5
0	NRP2	0.5
