	gene	pvalue
0	ABCA13	0.13983470550768184
0	BAZ2B	0.4155852047708812
0	CEP250	0.3312602917700287
0	COL14A1	0.37881036184169825
0	COL24A1	0.4319158714273632
0	DNAH10	0.20135296202474745
0	DPYSL5	0.38641499634222376
0	EVPL	0.42225963373647
0	FAT1	0.41268977233395765
0	GABRA1	0.40683185788339593
0	GGCX	0.5
0	HAPLN3	0.14442218317324246
0	HIST3H2A	0.5
0	IGKV1D-42	0.34154569915480437
0	LRP1B	0.2090398595449668
0	MED10	0.5
0	MRPL4	0.5
0	NELL1	0.41912824319291314
0	NOP58	0.5
0	PCDHA10	0.22455111648776438
0	PCDHA13	0.2712640491532246
0	PDE3A	0.4400842274533627
0	PEX12	0.5
0	PKHD1	0.1615521258630644
0	PTCHD2	0.1864992418067436
0	RNF111	0.38641499634222376
0	RPS3	0.5
0	SI	0.10347562437946134
0	SLAMF7	0.5
0	SMG1	0.3255383170389172
0	TNN	0.5
0	TNR	0.3156643847564159
0	TP53	0.3239810946610814
0	TRIM42	0.09521513191276199
0	TSLP	0.5
0	USP5	0.5
0	VCL	0.5
0	ZDHHC20	0.5
0	ZMAT2	0.23975006109347674
0	ZNF318	0.30853753872598694
0	ATR	0.5
0	C8orf59	0.5
0	CNTNAP2	0.19969785183342698
0	ECHS1	0.5
0	FABP3	0.5
0	GLP2R	0.19323811538561636
0	GON4L	0.3759148170229246
0	HAPLN2	0.5
0	KRT5	0.5
0	LARS2	0.5
0	MICU1	0.5
0	NOTCH1	0.21588110688128986
0	OLFML2A	0.5
0	PCDH15	0.26952949963679185
0	PIBF1	0.5
0	PKD1L1	0.5
0	PLEKHG1	0.4155852047708812
0	PSG3	0.5
0	RERE	0.5
0	RNF213	0.1539909409477332
0	SFRP4	0.5
0	SLITRK5	0.24014860213710104
0	SUGCT	0.5
0	TGFBR3	0.06680720126885807
0	TMEM53	0.5
0	TMOD4	0.23975006109347674
0	TTC19	0.5
0	WDR89	0.5
0	ADAMTS16	0.4155852047708812
0	AHNAK	0.20282031483164892
0	C7	0.5
0	CASQ2	0.5
0	CDC14A	0.5
0	CDH5	0.34154569915480437
