	gene	pvalue
0	ABCA13	0.2325033798337901
0	DCAF4	0.12410653949496181
0	DNAH10	0.14102943788077937
0	GPM6A	0.5
0	HIST3H2A	0.5
0	NELL1	0.2326044092260709
0	NUGGC	0.12410653949496181
0	PCDHA10	0.5
0	PEX12	0.23975006109347674
0	PKHD1	0.24659362844262894
0	RPS3	0.5
0	SI	0.4825554731344791
0	TNN	0.30853753872598694
0	ZNF318	0.2701456873037099
0	ADGRF1	0.20565689588812947
0	AHDC1	0.5
0	AHNAK	0.10523419059632472
0	APBB2	0.5
0	APOB	0.1166151113910926
0	APOLD1	0.23975006109347674
0	ARHGEF17	0.2266273523768682
0	ATAD2B	0.14442218317324246
0	ATAD5	0.29794154528258887
0	ATP6AP1L	0.5
0	BAD	0.5
0	BDH1	0.5
0	BIN2	0.5
0	C12orf45	0.5
0	C17orf75	0.12410653949496181
0	C1orf141	0.5
0	C2orf44	0.5
0	CATIP	0.12410653949496181
0	CCNB3	0.12129746901279448
0	CELF6	0.23975006109347674
0	CEP350	0.13815145866874173
0	CFLAR	0.23975006109347674
0	CLEC4F	0.19323811538561636
0	CNTRL	0.09521513191276199
0	COL5A3	0.2118553985833967
0	COL7A1	0.25249253754692297
0	COQ10A	0.5
0	CPB2	0.12410653949496181
0	CROCC	0.05949536044656177
0	CSMD1	0.4356039122341634
0	CYP4X1	0.5
0	DMC1	0.5
0	DNAH8	0.12683712318669088
0	DUOXA1	0.06680720126885807
0	EMD	0.23975006109347674
0	EPHA2	0.12410653949496181
0	EPHA5	0.44948856224891137
0	FAT4	0.14014863676051748
0	FDPS	0.5
0	FLG	0.1402846633898594
0	GJB6	0.5
0	GPATCH11	0.5
0	GPR137	0.23975006109347674
0	H1F0	0.5
0	HECTD4	0.14252470370130643
0	HELZ2	0.18554668476134878
0	HIST2H3D	0.12410653949496181
0	HNRNPA1	0.23975006109347674
0	HSD11B2	0.23975006109347674
0	IGSF10	0.14193823728614724
0	ITPR1	0.025002817800075076
0	KCNIP4	0.23975006109347674
0	KIF24	0.12410653949496181
0	KNTC1	0.3890798430880829
0	LAG3	0.23975006109347674
0	LRP2	0.26354462843276905
0	LRRC48	0.23975006109347674
0	LRRTM4	0.14663536334888122
0	MCM4	0.020613416668581838
0	MKRN3	0.37102482449091356
0	MST1R	0.36183680491588155
0	MXD4	0.5
0	MXRA8	0.5
0	NCF2	0.5
0	NFATC3	0.06680720126885807
0	NIPAL2	0.5
0	NOL8	0.03681913506015133
0	NPTX1	0.5
0	OR13C3	0.23975006109347674
0	OSCAR	0.5
0	PAIP1	0.23975006109347674
0	PALM2-AKAP2	0.35750032734404463
0	PCDH15	0.10869283962328596
0	PDZD2	0.3255383170389172
0	POLR3H	0.5
0	POM121L12	0.3470477339225767
0	PRKDC	0.19078695285251068
0	PYCARD	0.5
0	RAP2A	0.23975006109347674
0	RBM12B	0.19323811538561636
0	RBM38	0.23975006109347674
0	RPUSD1	0.5
0	S100Z	0.5
0	SAXO2	0.5
0	SCNN1A	0.23975006109347674
0	SIPA1L2	0.25116747718025106
0	SLIT3	0.31867594411696853
0	SPDYA	0.5
0	SUN2	0.5
0	TBC1D24	0.3085375387259869
0	TBC1D31	0.36183680491588155
0	TCHH	0.2326044092260709
0	TMEM202	0.25249253754692297
0	TMTC3	0.3027883081676732
0	TNC	0.36183680491588155
0	TP53	0.3123918212534542
0	TP63	0.34154569915480437
0	TRAPPC2L	0.23975006109347674
0	TRIOBP	0.2118553985833967
0	TTLL11	0.5
0	TTN	0.06454433356046137
0	UBA6	0.2071080891212626
0	UBR4	0.3255383170389172
0	UGT2A3	0.23975006109347674
0	USP50	0.5
0	VHL	0.5
0	YIPF3	0.23975006109347674
0	ZC3H8	0.5
0	ZFHX4	0.1647213880713096
0	ZFP1	0.23975006109347674
0	ZNF350	0.5
0	ZNF514	0.5
0	ZNF623	0.3085375387259869
0	ZNF625	0.5
0	ZNF629	0.2266273523768682
0	C2orf68	0.23975006109347674
0	ERN2	0.36183680491588155
0	HAL	0.06680720126885807
0	HIVEP3	0.16206329387880952
0	KCNK5	0.06680720126885807
0	MYH9	0.14252470370130643
0	PHF5A	0.5
0	RP1	0.23269619406213315
0	SHBG	0.23975006109347674
0	SLC26A2	0.23975006109347674
0	SYNE2	0.09710769905444278
0	CDKN2A	0.15743932066820998
0	HEPH	0.22484589898444546
0	ACADSB	0.23975006109347674
0	ADCY1	0.1995375982741186
0	AKR1B10	0.5
0	BRINP1	0.24812123722213147
0	CCDC151	0.5
0	CKAP4	0.23975006109347674
0	COX11	0.5
0	DCHS2	0.1272252913231683
0	EFCC1	0.5
0	EPB41L1	0.12410653949496181
0	EQTN	0.5
0	EXOC7	0.23975006109347674
0	FUK	0.12410653949496181
0	GDPD2	0.5
0	KIF18A	0.03681913506015133
0	MGAM	0.14296740748183923
0	MROH5	0.5
0	MRPL9	0.23975006109347674
0	MUC16	0.0005838111129783408
0	MUC5B	0.4267511775009162
0	PBXIP1	0.23975006109347674
0	RAP2B	0.5
0	RFTN2	0.5
0	RPTOR	0.2071080891212626
0	SFRP4	0.29794154528258887
0	SLC22A17	0.5
0	SLC35G6	0.5
0	TBC1D19	0.5
0	TMC7	0.5
0	USH2A	0.08938705620290338
0	USP34	0.019107189848334396
0	WDR90	0.25249253754692297
0	WHAMM	0.23975006109347674
0	WHSC1	0.25249253754692297
0	ZNF160	0.5
0	ATP10B	0.2858038224766658
0	BLVRB	0.23975006109347674
0	CHI3L1	0.5
0	LAMA1	0.2169240328832196
0	LYAR	0.5
0	MRGPRX1	0.1178399567145188
0	OR11H4	0.23975006109347674
0	OR13H1	0.5
0	RIMBP2	0.28537519402908695
0	SLC39A12	0.26354462843276905
0	SYNE1	0.299999610658535
0	SZT2	0.2118553985833967
0	TTC23	0.5
0	ZNF835	0.28537519402908695
0	ADGRB3	0.29268946423048076
0	ADGRL2	0.2312163632252382
0	ANKLE2	0.5
0	C9orf84	0.5
0	CCDC39	0.06680720126885807
0	CCDC42	0.06680720126885807
0	CUBN	0.33673020513230467
0	FIGNL1	0.23975006109347674
0	IGKV5-2	0.5
0	MYH10	0.019322971521204508
0	NBAS	0.21133903708531776
0	OCM	0.5
0	OR6B3	0.12410653949496181
0	RASIP1	0.5
0	RUSC2	0.14442218317324246
0	SMARCD2	0.23975006109347674
0	TGS1	0.5
0	TRIM59	0.5
0	ZNF558	0.23975006109347674
0	ABCA2	0.1029516053660342
0	ACACB	0.19568296915377592
0	ANKS1B	0.4403823076297575
0	BSN	0.18554668476134878
0	BTBD16	0.5
0	CLMP	0.5
0	DAB2IP	0.17288929307558015
0	DDX47	0.5
0	DMD	0.1789803340726735
0	FAM71B	0.3027883081676732
0	GALNT7	0.23975006109347674
0	GIF	0.34154569915480437
0	GRIPAP1	0.5
0	GRM3	0.12142066264217255
0	KLF10	0.12410653949496181
0	MIDN	0.12410653949496181
0	NEK5	0.19323811538561636
0	OR5D16	0.2701456873037099
0	ORMDL1	0.5
0	PDGFB	0.5
0	PER1	0.34154569915480437
0	RAP1B	0.23975006109347674
0	RYR2	0.2321506909458076
0	SLC12A9	0.36183680491588155
0	TECPR1	0.34154569915480437
0	TIE1	0.1864992418067436
0	TRIP11	0.2326044092260709
0	TSSK1B	0.23975006109347674
0	ADAMTS9	0.24948114930188053
0	ATP1B2	0.12410653949496181
0	CALM1	0.5
0	CCDC85A	0.16206329387880952
0	DLGAP1	0.5
0	DYNC1H1	0.23524321102939483
0	FXR1	0.12410653949496181
0	ODC1	0.23975006109347674
0	PCED1A	0.23975006109347674
0	PIK3CA	0.16920323387843655
0	PRKCZ	0.3085375387259869
0	AKAP12	0.3312602917700287
0	ATP8B4	0.38641499634222376
0	BCAP29	0.12410653949496181
0	C19orf57	0.3085375387259869
0	CACNA1I	0.1029516053660342
0	CREB3L2	0.23975006109347674
0	GPATCH3	0.5
0	IL37	0.5
0	INSM1	0.5
0	MRFAP1L1	0.5
0	MYO10	0.4012936743170763
0	NDC1	0.12410653949496181
0	NRXN1	0.5
0	OSCP1	0.5
0	PAGE2	0.5
0	PCDH17	0.2145694789735777
0	PKHD1L1	0.27434095020273896
0	REXO2	0.5
0	RPRD2	0.28185143082538655
0	SFMBT2	0.28537519402908695
0	SRCAP	0.31762814799862416
0	ZNF804B	0.19853400628042772
0	ADAP1	0.5
0	ADGRL4	0.39463401306714063
0	ANGPT1	0.12410653949496181
0	C17orf104	0.5
0	CCR4	0.5
0	CLVS1	0.1508497912391739
0	CNTN6	0.40683185788339593
0	EIF4G1	0.38641499634222376
0	FARS2	0.23975006109347674
0	GPC5	0.2118553985833967
0	HCN1	0.4744926812569567
0	KCNB2	0.14102943788077937
0	KIAA1217	0.0038303805675897287
0	LTBP1	0.4155852047708812
0	MFHAS1	0.2541657867760727
0	NME1	0.5
0	PHC3	0.5
0	RASAL1	0.25249253754692297
0	RELN	0.029351233347637347
0	RNPEP	0.23975006109347674
0	STX19	0.23975006109347674
0	STYK1	0.12410653949496181
0	TMEM123	0.5
0	TNXB	0.027640146293010367
0	ADGRL3	0.14102943788077937
0	AHNAK2	0.42834910671966075
0	ATP6V1F	0.5
0	CAPN2	0.5
0	CHRM5	0.5
0	CIDEA	0.23975006109347674
0	COL24A1	0.2754924937925467
0	GNB3	0.23975006109347674
0	ISY1	0.5
0	KIAA0430	0.5
0	KIF26B	0.17478740306164908
0	L3MBTL4	0.23975006109347674
0	NBEA	0.15524721715861745
0	OR2M3	0.3027883081676732
0	P3H2	0.5
0	PCDHGA2	0.2948192758132836
0	PCLO	0.3216669997723637
0	RBM12	0.23975006109347674
0	SPATA2L	0.5
0	TGM4	0.19323811538561636
0	VCAN	0.3724667219502814
0	ZDBF2	0.19323811538561636
0	ZNF184	0.19323811538561636
0	ZNF613	0.12410653949496181
0	AKAP6	0.17288929307558015
0	ARFGEF2	0.25116747718025106
0	ARHGAP28	0.3085375387259869
0	CNTNAP5	0.0636638517581312
0	EP400	0.3312602917700287
0	EPS8	0.5
0	FCGBP	0.2202003490695016
0	HIST1H2AK	0.5
0	HIST1H3A	0.5
0	MMP16	0.3312602917700287
0	MRGPRX2	0.36183680491588155
0	PLIN4	0.12410653949496181
0	RYR1	0.08219711119582901
0	SLITRK4	0.2344123159419199
0	SP3	0.12410653949496181
0	TIAM1	0.5
0	TLR4	0.2634205360247346
0	WNK4	0.29794154528258887
0	ZNF646	0.2118553985833967
0	ABCC1	0.20565689588812947
0	ATF6	0.5
0	C6orf118	0.24948114930188053
0	CACNA1C	0.23664473269004493
0	CDS1	0.23975006109347674
0	CLSPN	0.12410653949496181
0	CRB1	0.29815437553151825
0	CST9	0.5
0	CXorf67	0.5
0	DOPEY1	0.17478740306164908
0	FAM135B	0.2667236315762941
0	FOSL1	0.5
0	FYCO1	0.5
0	GRM5	0.2701456873037099
0	HERC1	0.24812123722213147
0	KIAA1024	0.36183680491588155
0	MAGI2	0.039919359822926305
0	MFAP4	0.5
0	MT3	0.5
0	MYCBP2	0.18703139874544122
